state,date,year,month,chip_enrollment,medicaid_enrollment,total_enrollment
Rhode Island,2023-08-01,2023,8,37240.0,334700.0,371940.0
Rhode Island,2023-09-01,2023,9,37395.0,331292.0,368687.0
Rhode Island,2023-10-01,2023,10,36734.0,326004.0,362738.0
Rhode Island,2023-11-01,2023,11,36935.0,319399.0,356334.0
Rhode Island,2023-12-01,2023,12,37074.0,314477.0,351551.0
Rhode Island,2024-01-01,2024,1,37012.0,311650.0,348662.0
Rhode Island,2024-02-01,2024,2,36604.0,304272.0,340876.0
Rhode Island,2024-03-01,2024,3,35842.0,300695.0,336537.0
Rhode Island,2024-04-01,2024,4,33400.0,297128.0,330528.0
Rhode Island,2024-05-01,2024,5,32151.0,287667.0,319818.0
Rhode Island,2024-06-01,2024,6,31467.0,286020.0,317487.0
Rhode Island,2024-07-01,2024,7,31611.0,286470.0,318081.0
Rhode Island,2024-08-01,2024,8,31521.0,287248.0,318769.0
Rhode Island,2024-09-01,2024,9,30963.0,286863.0,317826.0
Rhode Island,2024-10-01,2024,10,33230.0,273810.0,307040.0
Rhode Island,2024-11-01,2024,11,32761.0,273400.0,306161.0
Rhode Island,2025-01-01,2025,1,32812.0,279404.0,312216.0
Rhode Island,2025-02-01,2025,2,33281.0,283813.0,317094.0
Rhode Island,2025-03-01,2025,3,32877.0,284846.0,317723.0
Rhode Island,2025-04-01,2025,4,33202.0,285386.0,318588.0
Rhode Island,2025-05-01,2025,5,32423.0,285523.0,317946.0
Rhode Island,2025-06-01,2025,6,32726.0,281007.0,313733.0
Rhode Island,2025-07-01,2025,7,33676.0,273694.0,307370.0
Rhode Island,2025-08-01,2025,8,33236.0,272057.0,305293.0
Rhode Island,2025-09-01,2025,9,32922.0,271469.0,304391.0
Rhode Island,2025-10-01,2025,10,32989.0,271087.0,304076.0
Rhode Island,2025-11-01,2025,11,34095.0,263719.0,297814.0
Rhode Island,2025-12-01,2025,12,33704.0,264239.0,297943.0
South Carolina,2020-01-01,2020,1,95346.0,944294.0,1039640.0
South Carolina,2020-02-01,2020,2,95828.0,941154.0,1036982.0
South Carolina,2020-03-01,2020,3,93966.0,938885.0,1032851.0
South Carolina,2020-04-01,2020,4,95302.0,948756.0,1044058.0
South Carolina,2020-05-01,2020,5,96223.0,958605.0,1054828.0
South Carolina,2020-06-01,2020,6,96993.0,968954.0,1065947.0
South Carolina,2020-07-01,2020,7,97797.0,979984.0,1077781.0
South Carolina,2020-08-01,2020,8,98572.0,990569.0,1089141.0
South Carolina,2020-09-01,2020,9,99009.0,999875.0,1098884.0
South Carolina,2020-10-01,2020,10,99675.0,1008688.0,1108363.0
South Carolina,2020-11-01,2020,11,100709.0,1017085.0,1117794.0
South Carolina,2020-12-01,2020,12,102136.0,1027029.0,1129165.0
South Carolina,2021-01-01,2021,1,103682.0,1034698.0,1138380.0
South Carolina,2021-02-01,2021,2,104021.0,1041579.0,1145600.0
South Carolina,2021-03-01,2021,3,104330.0,1049439.0,1153769.0
South Carolina,2021-04-01,2021,4,104819.0,1056563.0,1161382.0
South Carolina,2021-05-01,2021,5,105133.0,1063509.0,1168642.0
South Carolina,2021-06-01,2021,6,105693.0,1071049.0,1176742.0
South Carolina,2021-07-01,2021,7,106117.0,1079414.0,1185531.0
South Carolina,2021-08-01,2021,8,106688.0,1086448.0,1193136.0
South Carolina,2021-09-01,2021,9,106905.0,1092717.0,1199622.0
South Carolina,2021-10-01,2021,10,107084.0,1095879.0,1202963.0
South Carolina,2021-11-01,2021,11,107755.0,1102133.0,1209888.0
South Carolina,2021-12-01,2021,12,108450.0,1110068.0,1218518.0
South Carolina,2022-01-01,2022,1,109069.0,1116763.0,1225832.0
South Carolina,2022-02-01,2022,2,109288.0,1123437.0,1232725.0
South Carolina,2022-03-01,2022,3,109346.0,1131545.0,1240891.0
South Carolina,2022-04-01,2022,4,109423.0,1138584.0,1248007.0
South Carolina,2022-05-01,2022,5,109612.0,1144294.0,1253906.0
South Carolina,2022-06-01,2022,6,109786.0,1151903.0,1261689.0
South Carolina,2022-07-01,2022,7,109982.0,1159359.0,1269341.0
South Carolina,2022-08-01,2022,8,110246.0,1167870.0,1278116.0
South Carolina,2022-09-01,2022,9,110467.0,1174172.0,1284639.0
South Carolina,2022-10-01,2022,10,110833.0,1180703.0,1291536.0
South Carolina,2022-11-01,2022,11,111640.0,1189989.0,1301629.0
South Carolina,2022-12-01,2022,12,112075.0,1198604.0,1310679.0
South Carolina,2023-01-01,2023,1,112390.0,1197790.0,1310180.0
South Carolina,2023-02-01,2023,2,112471.0,1203614.0,1316085.0
South Carolina,2023-03-01,2023,3,112055.0,1211431.0,1323486.0
South Carolina,2023-04-01,2023,4,111358.0,1216687.0,1328045.0
South Carolina,2023-05-01,2023,5,111362.0,1222915.0,1334277.0
South Carolina,2023-06-01,2023,6,97895.0,1165030.0,1262925.0
South Carolina,2023-07-01,2023,7,98335.0,1166656.0,1264991.0
South Carolina,2023-08-01,2023,8,98674.0,1164885.0,1263559.0
South Carolina,2023-09-01,2023,9,100528.0,1164659.0,1265187.0
South Carolina,2023-10-01,2023,10,99384.0,1145095.0,1244479.0
South Carolina,2023-11-01,2023,11,99445.0,1113680.0,1213125.0
South Carolina,2023-12-01,2023,12,101815.0,1107511.0,1209326.0
South Carolina,2024-01-01,2024,1,102227.0,1102671.0,1204898.0
South Carolina,2024-02-01,2024,2,101424.0,1088865.0,1190289.0
South Carolina,2024-03-01,2024,3,100795.0,1077481.0,1178276.0
South Carolina,2024-04-01,2024,4,99796.0,1068048.0,1167844.0
South Carolina,2024-05-01,2024,5,97127.0,1046543.0,1143670.0
South Carolina,2024-06-01,2024,6,96414.0,1021062.0,1117476.0
South Carolina,2024-07-01,2024,7,94763.0,992635.0,1087398.0
South Carolina,2024-08-01,2024,8,94426.0,974297.0,1068723.0
South Carolina,2024-09-01,2024,9,97170.0,969414.0,1066584.0
South Carolina,2024-10-01,2024,10,99813.0,962600.0,1062413.0
South Carolina,2024-11-01,2024,11,102398.0,961376.0,1063774.0
South Carolina,2024-12-01,2024,12,104711.0,958795.0,1063506.0
South Carolina,2025-01-01,2025,1,106465.0,957276.0,1063741.0
South Carolina,2025-02-01,2025,2,107877.0,955566.0,1063443.0
South Carolina,2025-03-01,2025,3,109026.0,951171.0,1060197.0
South Carolina,2025-04-01,2025,4,109486.0,949739.0,1059225.0
South Carolina,2025-05-01,2025,5,109991.0,934119.0,1044110.0
South Carolina,2025-06-01,2025,6,109697.0,927687.0,1037384.0
South Carolina,2025-07-01,2025,7,110673.0,924280.0,1034953.0
South Carolina,2025-08-01,2025,8,111305.0,918535.0,1029840.0
South Carolina,2025-09-01,2025,9,112009.0,909458.0,1021467.0
South Carolina,2025-10-01,2025,10,112442.0,901217.0,1013659.0
South Carolina,2025-11-01,2025,11,112162.0,875777.0,987939.0
South Carolina,2025-12-01,2025,12,112832.0,864722.0,977554.0
South Dakota,2020-01-01,2020,1,15731.0,93533.0,109264.0
South Dakota,2020-02-01,2020,2,15747.0,93838.0,109585.0
South Dakota,2020-03-01,2020,3,15585.0,93593.0,109178.0
South Dakota,2020-04-01,2020,4,15513.0,95048.0,110561.0
South Dakota,2020-05-01,2020,5,15509.0,96723.0,112232.0
South Dakota,2020-06-01,2020,6,15619.0,98440.0,114059.0
South Dakota,2020-07-01,2020,7,15803.0,99912.0,115715.0
South Dakota,2020-08-01,2020,8,15983.0,101320.0,117303.0
South Dakota,2020-09-01,2020,9,16115.0,102835.0,118950.0
South Dakota,2020-10-01,2020,10,16375.0,104055.0,120430.0
South Dakota,2020-11-01,2020,11,16696.0,104926.0,121622.0
South Dakota,2020-12-01,2020,12,16946.0,105950.0,122896.0
South Dakota,2021-01-01,2021,1,17105.0,106859.0,123964.0
South Dakota,2021-02-01,2021,2,17083.0,107658.0,124741.0
South Dakota,2021-03-01,2021,3,17132.0,108813.0,125945.0
South Dakota,2021-04-01,2021,4,17249.0,109694.0,126943.0
South Dakota,2021-05-01,2021,5,17392.0,110437.0,127829.0
South Dakota,2021-06-01,2021,6,17594.0,111325.0,128919.0
South Dakota,2021-07-01,2021,7,17603.0,112267.0,129870.0
South Dakota,2021-08-01,2021,8,17765.0,113209.0,130974.0
South Dakota,2021-09-01,2021,9,17950.0,114076.0,132026.0
South Dakota,2021-10-01,2021,10,18073.0,114819.0,132892.0
South Dakota,2021-11-01,2021,11,18177.0,115721.0,133898.0
South Dakota,2021-12-01,2021,12,18344.0,116619.0,134963.0
South Dakota,2022-01-01,2022,1,18381.0,117098.0,135479.0
South Dakota,2022-02-01,2022,2,18343.0,117953.0,136296.0
South Dakota,2022-03-01,2022,3,18296.0,118993.0,137289.0
South Dakota,2022-04-01,2022,4,18240.0,119528.0,137768.0
South Dakota,2022-05-01,2022,5,18261.0,120526.0,138787.0
South Dakota,2022-06-01,2022,6,18219.0,121493.0,139712.0
South Dakota,2022-07-01,2022,7,18348.0,122328.0,140676.0
South Dakota,2022-08-01,2022,8,18439.0,123246.0,141685.0
South Dakota,2022-09-01,2022,9,18483.0,123974.0,142457.0
South Dakota,2022-10-01,2022,10,18628.0,124513.0,143141.0
South Dakota,2022-11-01,2022,11,18900.0,125005.0,143905.0
South Dakota,2022-12-01,2022,12,19238.0,125480.0,144718.0
South Dakota,2023-01-01,2023,1,19260.0,126352.0,145612.0
South Dakota,2023-02-01,2023,2,19408.0,126826.0,146234.0
South Dakota,2023-03-01,2023,3,19452.0,127505.0,146957.0
South Dakota,2023-04-01,2023,4,18127.0,115732.0,133859.0
South Dakota,2023-05-01,2023,5,17173.0,108620.0,125793.0
South Dakota,2023-06-01,2023,6,16136.0,101772.0,117908.0
South Dakota,2023-07-01,2023,7,15402.0,100641.0,116043.0
South Dakota,2023-08-01,2023,8,15315.0,100765.0,116080.0
South Dakota,2023-09-01,2023,9,15290.0,100930.0,116220.0
South Dakota,2023-10-01,2023,10,15373.0,102057.0,117430.0
South Dakota,2023-11-01,2023,11,15633.0,103478.0,119111.0
South Dakota,2023-12-01,2023,12,15707.0,105607.0,121314.0
South Dakota,2024-01-01,2024,1,16158.0,107906.0,124064.0
South Dakota,2024-02-01,2024,2,16352.0,110468.0,126820.0
South Dakota,2024-03-01,2024,3,16189.0,109758.0,125947.0
South Dakota,2024-04-01,2024,4,16102.0,112599.0,128701.0
South Dakota,2024-05-01,2024,5,16258.0,114569.0,130827.0
South Dakota,2024-06-01,2024,6,16451.0,116987.0,133438.0
South Dakota,2024-07-01,2024,7,16311.0,119670.0,135981.0
South Dakota,2024-08-01,2024,8,16461.0,121976.0,138437.0
South Dakota,2024-09-01,2024,9,16560.0,123878.0,140438.0
South Dakota,2024-10-01,2024,10,16533.0,125474.0,142007.0
South Dakota,2024-11-01,2024,11,16624.0,126747.0,143371.0
South Dakota,2024-12-01,2024,12,16387.0,126952.0,143339.0
South Dakota,2025-01-01,2025,1,16390.0,128008.0,144398.0
South Dakota,2025-02-01,2025,2,16602.0,128684.0,145286.0
South Dakota,2025-03-01,2025,3,16224.0,128040.0,144264.0
South Dakota,2025-04-01,2025,4,15737.0,126750.0,142487.0
South Dakota,2025-05-01,2025,5,15341.0,125478.0,140819.0
South Dakota,2025-06-01,2025,6,15003.0,124650.0,139653.0
South Dakota,2025-07-01,2025,7,14689.0,124421.0,139110.0
South Dakota,2025-08-01,2025,8,14041.0,122863.0,136904.0
South Dakota,2025-09-01,2025,9,14011.0,122307.0,136318.0
South Dakota,2025-10-01,2025,10,14125.0,122794.0,136919.0
South Dakota,2025-11-01,2025,11,14348.0,122031.0,136379.0
South Dakota,2025-12-01,2025,12,14418.0,122091.0,136509.0
Tennessee,2020-01-01,2020,1,128844.0,1330550.0,1459394.0
Tennessee,2020-02-01,2020,2,124715.0,1323204.0,1447919.0
Tennessee,2020-03-01,2020,3,123770.0,1318830.0,1442600.0
Tennessee,2020-04-01,2020,4,122672.0,1341496.0,1464168.0
Tennessee,2020-05-01,2020,5,123754.0,1355677.0,1479431.0
Tennessee,2020-06-01,2020,6,125405.0,1370834.0,1496239.0
Tennessee,2020-07-01,2020,7,126985.0,1385209.0,1512194.0
Tennessee,2020-08-01,2020,8,128269.0,1399299.0,1527568.0
Tennessee,2020-09-01,2020,9,129170.0,1411597.0,1540767.0
Tennessee,2020-10-01,2020,10,130485.0,1422251.0,1552736.0
Tennessee,2020-11-01,2020,11,132036.0,1432775.0,1564811.0
Tennessee,2020-12-01,2020,12,132712.0,1443175.0,1575887.0
Tennessee,2021-01-01,2021,1,131134.0,1391423.0,1522557.0
Tennessee,2021-02-01,2021,2,132225.0,1409127.0,1541352.0
Tennessee,2021-03-01,2021,3,132632.0,1421125.0,1553757.0
Tennessee,2021-04-01,2021,4,131934.0,1435232.0,1567166.0
Tennessee,2021-05-01,2021,5,132245.0,1445840.0,1578085.0
Tennessee,2021-06-01,2021,6,134524.0,1455649.0,1590173.0
Tennessee,2021-07-01,2021,7,136515.0,1464424.0,1600939.0
Tennessee,2021-08-01,2021,8,138223.0,1475029.0,1613252.0
Tennessee,2021-09-01,2021,9,139668.0,1484968.0,1624636.0
Tennessee,2021-10-01,2021,10,140712.0,1494019.0,1634731.0
Tennessee,2021-11-01,2021,11,142336.0,1504476.0,1646812.0
Tennessee,2021-12-01,2021,12,143295.0,1513399.0,1656694.0
Tennessee,2022-01-01,2022,1,144060.0,1522048.0,1666108.0
Tennessee,2022-02-01,2022,2,146718.0,1530331.0,1677049.0
Tennessee,2022-03-01,2022,3,144377.0,1539116.0,1683493.0
Tennessee,2022-04-01,2022,4,140763.0,1553288.0,1694051.0
Tennessee,2022-05-01,2022,5,144481.0,1558302.0,1702783.0
Tennessee,2022-06-01,2022,6,145091.0,1565896.0,1710987.0
Tennessee,2022-07-01,2022,7,145848.0,1574091.0,1719939.0
Tennessee,2022-08-01,2022,8,146992.0,1582946.0,1729938.0
Tennessee,2022-09-01,2022,9,147505.0,1590414.0,1737919.0
Tennessee,2022-10-01,2022,10,148084.0,1597641.0,1745725.0
Tennessee,2022-11-01,2022,11,149344.0,1605635.0,1754979.0
Tennessee,2022-12-01,2022,12,150421.0,1614485.0,1764906.0
Tennessee,2023-01-01,2023,1,152228.0,1633583.0,1785811.0
Tennessee,2023-02-01,2023,2,152674.0,1640446.0,1793120.0
Tennessee,2023-03-01,2023,3,148449.0,1653118.0,1801567.0
Tennessee,2023-04-01,2023,4,152902.0,1659589.0,1812491.0
Tennessee,2023-05-01,2023,5,151791.0,1662895.0,1814686.0
Tennessee,2023-06-01,2023,6,150752.0,1646977.0,1797729.0
Tennessee,2023-07-01,2023,7,150337.0,1633331.0,1783668.0
Tennessee,2023-08-01,2023,8,151495.0,1608357.0,1759852.0
Tennessee,2023-09-01,2023,9,151626.0,1587635.0,1739261.0
Tennessee,2023-10-01,2023,10,151605.0,1543827.0,1695432.0
Tennessee,2023-11-01,2023,11,152358.0,1518206.0,1670564.0
Tennessee,2023-12-01,2023,12,153424.0,1486640.0,1640064.0
Tennessee,2024-01-01,2024,1,149157.0,1454651.0,1603808.0
Tennessee,2024-02-01,2024,2,149258.0,1410820.0,1560078.0
Tennessee,2024-03-01,2024,3,145882.0,1386876.0,1532758.0
Tennessee,2024-04-01,2024,4,146545.0,1354855.0,1501400.0
Tennessee,2024-05-01,2024,5,148572.0,1308253.0,1456825.0
Tennessee,2024-06-01,2024,6,154004.0,1302537.0,1456541.0
Tennessee,2024-07-01,2024,7,156788.0,1303080.0,1459868.0
Tennessee,2024-08-01,2024,8,162006.0,1289643.0,1451649.0
Tennessee,2024-09-01,2024,9,164298.0,1286545.0,1450843.0
Tennessee,2024-10-01,2024,10,166694.0,1276724.0,1443418.0
Tennessee,2024-11-01,2024,11,169636.0,1274916.0,1444552.0
Tennessee,2024-12-01,2024,12,171595.0,1274882.0,1446477.0
Tennessee,2025-01-01,2025,1,173763.0,1267680.0,1441443.0
Tennessee,2025-02-01,2025,2,173008.0,1269186.0,1442194.0
Tennessee,2025-03-01,2025,3,175133.0,1270089.0,1445222.0
Tennessee,2025-04-01,2025,4,175848.0,1265926.0,1441774.0
Tennessee,2025-05-01,2025,5,176647.0,1262471.0,1439118.0
Tennessee,2025-06-01,2025,6,178253.0,1258067.0,1436320.0
Tennessee,2025-07-01,2025,7,179576.0,1258608.0,1438184.0
Tennessee,2025-08-01,2025,8,181203.0,1254112.0,1435315.0
Tennessee,2025-09-01,2025,9,182994.0,1251458.0,1434452.0
Tennessee,2025-10-01,2025,10,183557.0,1241101.0,1424658.0
Tennessee,2025-11-01,2025,11,182903.0,1233717.0,1416620.0
Tennessee,2025-12-01,2025,12,181780.0,1221409.0,1403189.0
Texas,2020-01-01,2020,1,577624.0,3617110.0,4194734.0
Texas,2020-02-01,2020,2,565691.0,3633206.0,4198897.0
Texas,2020-03-01,2020,3,570053.0,3636051.0,4206104.0
Texas,2020-04-01,2020,4,581286.0,3728028.0,4309314.0
Texas,2020-05-01,2020,5,580560.0,3819451.0,4400011.0
Texas,2020-06-01,2020,6,570775.0,3901744.0,4472519.0
Texas,2020-07-01,2020,7,570856.0,3960573.0,4531429.0
Texas,2020-08-01,2020,8,559382.0,4030746.0,4590128.0
Texas,2020-09-01,2020,9,555620.0,4090429.0,4646049.0
Texas,2020-10-01,2020,10,564829.0,4136055.0,4700884.0
Texas,2020-11-01,2020,11,576503.0,4183260.0,4759763.0
Texas,2020-12-01,2020,12,559840.0,4250908.0,4810748.0
Texas,2021-01-01,2021,1,545152.0,4296214.0,4841366.0
Texas,2021-02-01,2021,2,532820.0,4344305.0,4877125.0
Texas,2021-03-01,2021,3,551680.0,4369269.0,4920949.0
Texas,2021-04-01,2021,4,547661.0,4425783.0,4973444.0
Texas,2021-05-01,2021,5,562331.0,4451234.0,5013565.0
Texas,2021-06-01,2021,6,567397.0,4490804.0,5058201.0
Texas,2021-07-01,2021,7,556924.0,4520234.0,5077158.0
Texas,2021-08-01,2021,8,563314.0,4581775.0,5145089.0
Texas,2021-09-01,2021,9,562688.0,4621543.0,5184231.0
Texas,2021-10-01,2021,10,557203.0,4661988.0,5219191.0
Texas,2021-11-01,2021,11,518644.0,4707316.0,5225960.0
Texas,2021-12-01,2021,12,496753.0,4744622.0,5241375.0
Texas,2022-01-01,2022,1,485937.0,4790853.0,5276790.0
Texas,2022-02-01,2022,2,472088.0,4843839.0,5315927.0
Texas,2022-03-01,2022,3,459358.0,4904847.0,5364205.0
Texas,2022-04-01,2022,4,483285.0,4911153.0,5394438.0
Texas,2022-05-01,2022,5,452159.0,4983928.0,5436087.0
Texas,2022-06-01,2022,6,489245.0,4984207.0,5473452.0
Texas,2022-07-01,2022,7,303640.0,5339503.0,5643143.0
Texas,2022-08-01,2022,8,303084.0,5384358.0,5687442.0
Texas,2022-09-01,2022,9,305032.0,5420586.0,5725618.0
Texas,2022-10-01,2022,10,305286.0,5456725.0,5762011.0
Texas,2022-11-01,2022,11,301031.0,5492094.0,5793125.0
Texas,2022-12-01,2022,12,299776.0,5525705.0,5825481.0
Texas,2023-01-01,2023,1,298551.0,5562674.0,5861225.0
Texas,2023-02-01,2023,2,299094.0,5589126.0,5888220.0
Texas,2023-03-01,2023,3,281452.0,5640998.0,5922450.0
Texas,2023-04-01,2023,4,454767.0,5495807.0,5950574.0
Texas,2023-05-01,2023,5,440444.0,5535862.0,5976306.0
Texas,2023-06-01,2023,6,413298.0,5233229.0,5646527.0
Texas,2023-07-01,2023,7,420111.0,5207036.0,5627147.0
Texas,2023-08-01,2023,8,422874.0,5116659.0,5539533.0
Texas,2023-09-01,2023,9,424914.0,4797948.0,5222862.0
Texas,2023-10-01,2023,10,419634.0,4512799.0,4932433.0
Texas,2023-11-01,2023,11,414178.0,4269976.0,4684154.0
Texas,2023-12-01,2023,12,392513.0,4073468.0,4465981.0
Texas,2024-01-01,2024,1,379490.0,3915667.0,4295157.0
Texas,2024-02-01,2024,2,363605.0,3916813.0,4280418.0
Texas,2024-03-01,2024,3,358032.0,4002417.0,4360449.0
Texas,2024-04-01,2024,4,356688.0,4016919.0,4373607.0
Texas,2024-05-01,2024,5,353056.0,3991229.0,4344285.0
Texas,2024-06-01,2024,6,346823.0,3953490.0,4300313.0
Texas,2024-07-01,2024,7,347620.0,3957595.0,4305215.0
Texas,2024-08-01,2024,8,348141.0,3963801.0,4311942.0
Texas,2024-09-01,2024,9,350432.0,3942578.0,4293010.0
Texas,2024-10-01,2024,10,353130.0,3892132.0,4245262.0
Texas,2024-11-01,2024,11,354658.0,3865266.0,4219924.0
Texas,2024-12-01,2024,12,356109.0,3858767.0,4214876.0
Texas,2025-01-01,2025,1,362984.0,3842314.0,4205298.0
Texas,2025-02-01,2025,2,368802.0,3829932.0,4198734.0
Texas,2025-03-01,2025,3,348593.0,3855585.0,4204178.0
Texas,2025-04-01,2025,4,350151.0,3862541.0,4212692.0
Texas,2025-05-01,2025,5,348529.0,3856349.0,4204878.0
Texas,2025-06-01,2025,6,346083.0,3845473.0,4191556.0
Texas,2025-07-01,2025,7,345477.0,3854537.0,4200014.0
Texas,2025-08-01,2025,8,345490.0,3847392.0,4192882.0
Texas,2025-09-01,2025,9,346280.0,3851991.0,4198271.0
Texas,2025-10-01,2025,10,346763.0,3821947.0,4168710.0
Texas,2025-11-01,2025,11,346959.0,3776984.0,4123943.0
Texas,2025-12-01,2025,12,344976.0,3738963.0,4083939.0
United States,2020-01-01,2020,1,6901490.0,64635253.0,71536743.0
United States,2020-02-01,2020,2,6906757.0,64539597.0,71446354.0
United States,2020-03-01,2020,3,6941483.0,64814821.0,71756304.0
United States,2020-04-01,2020,4,6970637.0,65970764.0,72941401.0
United States,2020-05-01,2020,5,6938449.0,67175855.0,74114304.0
United States,2020-06-01,2020,6,6902664.0,68202157.0,75104821.0
United States,2020-07-01,2020,7,6924306.0,69154068.0,76078374.0
United States,2020-08-01,2020,8,6933536.0,70073738.0,77007274.0
United States,2020-09-01,2020,9,6935826.0,70876382.0,77812208.0
United States,2020-10-01,2020,10,6962166.0,71608018.0,78570184.0
United States,2020-11-01,2020,11,7002264.0,72370067.0,79372331.0
United States,2020-12-01,2020,12,7013767.0,73213240.0,80227007.0
United States,2021-01-01,2021,1,7003405.0,73843595.0,80847000.0
United States,2021-02-01,2021,2,7015491.0,74327284.0,81342775.0
United States,2021-03-01,2021,3,7044360.0,74940462.0,81984822.0
United States,2021-04-01,2021,4,7057645.0,75457977.0,82515622.0
United States,2021-05-01,2021,5,7081109.0,75879883.0,82960992.0
United States,2021-06-01,2021,6,7105089.0,76384051.0,83489140.0
United States,2021-07-01,2021,7,7110419.0,76912502.0,84022921.0
United States,2021-08-01,2021,8,7143044.0,77517493.0,84660537.0
United States,2021-09-01,2021,9,7159401.0,78029232.0,85188633.0
United States,2021-10-01,2021,10,7140144.0,78549023.0,85689167.0
United States,2021-11-01,2021,11,7119698.0,79097821.0,86217519.0
United States,2021-12-01,2021,12,7119197.0,79627104.0,86746301.0
United States,2022-01-01,2022,1,7129136.0,80170221.0,87299357.0
United States,2022-02-01,2022,2,7129550.0,80607028.0,87736578.0
United States,2022-03-01,2022,3,7109874.0,81117651.0,88227525.0
United States,2022-04-01,2022,4,7104122.0,81545555.0,88649677.0
United States,2022-05-01,2022,5,7065013.0,82073188.0,89138201.0
United States,2022-06-01,2022,6,7123112.0,82495493.0,89618605.0
United States,2022-07-01,2022,7,6965117.0,83318450.0,90283567.0
United States,2022-08-01,2022,8,6977751.0,83875383.0,90853134.0
United States,2022-09-01,2022,9,7015304.0,84301394.0,91316698.0
United States,2022-10-01,2022,10,7037199.0,84731758.0,91768957.0
United States,2022-11-01,2022,11,7074886.0,85183659.0,92258545.0
United States,2022-12-01,2022,12,7120036.0,85688740.0,92808776.0
United States,2023-01-01,2023,1,7163854.0,86247309.0,93411163.0
United States,2023-02-01,2023,2,7171339.0,86656827.0,93828166.0
United States,2023-03-01,2023,3,7151498.0,87198207.0,94349705.0
United States,2023-04-01,2023,4,7258313.0,87390438.0,94648751.0
United States,2023-05-01,2023,5,7232170.0,87137634.0,94369804.0
United States,2023-06-01,2023,6,7199805.0,86035399.0,93235204.0
United States,2023-07-01,2023,7,7196154.0,85006034.0,92202188.0
United States,2023-08-01,2023,8,7212264.0,83643663.0,90855927.0
United States,2023-09-01,2023,9,7232678.0,82046926.0,89279604.0
United States,2023-10-01,2023,10,7260662.0,80842340.0,88103002.0
United States,2023-11-01,2023,11,7264770.0,79418738.0,86683508.0
United States,2023-12-01,2023,12,7276242.0,78463292.0,85739534.0
United States,2024-01-01,2024,1,7246168.0,77581898.0,84828066.0
United States,2024-02-01,2024,2,7246845.0,76917354.0,84164199.0
United States,2024-03-01,2024,3,7258749.0,76171033.0,83429782.0
United States,2024-04-01,2024,4,7212774.0,75161358.0,82374132.0
United States,2024-05-01,2024,5,7197401.0,74256735.0,81454136.0
United States,2024-06-01,2024,6,7187041.0,73381862.0,80568903.0
United States,2024-07-01,2024,7,7196076.0,73032292.0,80228368.0
United States,2024-08-01,2024,8,7226798.0,72927206.0,80154004.0
United States,2024-09-01,2024,9,7261966.0,72736429.0,79998395.0
United States,2024-10-01,2024,10,7300625.0,72523458.0,79824083.0
United States,2024-11-01,2024,11,7301521.0,72276315.0,79577836.0
United States,2024-12-01,2024,12,7305874.0,71841081.0,79146955.0
United States,2025-01-01,2025,1,7363446.0,72014362.0,79377808.0
United States,2025-02-01,2025,2,7383592.0,71896776.0,79280368.0
United States,2025-03-01,2025,3,7366158.0,71745912.0,79112070.0
United States,2025-04-01,2025,4,7317300.0,71547558.0,78864858.0
United States,2025-05-01,2025,5,7304074.0,71237002.0,78541076.0
United States,2025-06-01,2025,6,7276405.0,70937516.0,78213921.0
United States,2025-07-01,2025,7,7264081.0,70758545.0,78022626.0
United States,2025-08-01,2025,8,7282202.0,70474030.0,77756232.0
United States,2025-09-01,2025,9,7286755.0,70199433.0,77486188.0
United States,2025-10-01,2025,10,7285833.0,69923114.0,77208947.0
United States,2025-11-01,2025,11,7267970.0,69185225.0,76453195.0
United States,2025-12-01,2025,12,7243961.0,68482024.0,75725985.0
Utah,2020-01-01,2020,1,41168.0,271820.0,312988.0
Utah,2020-02-01,2020,2,41557.0,272342.0,313899.0
Utah,2020-03-01,2020,3,40378.0,275986.0,316364.0
Utah,2020-04-01,2020,4,40902.0,286314.0,327216.0
Utah,2020-05-01,2020,5,40957.0,293338.0,334295.0
Utah,2020-06-01,2020,6,41018.0,300902.0,341920.0
Utah,2020-07-01,2020,7,40635.0,308566.0,349201.0
Utah,2020-08-01,2020,8,40487.0,322266.0,362753.0
Utah,2020-09-01,2020,9,40972.0,330293.0,371265.0
Utah,2020-10-01,2020,10,40914.0,335655.0,376569.0
Utah,2020-11-01,2020,11,41253.0,342490.0,383743.0
Utah,2020-12-01,2020,12,41663.0,348722.0,390385.0
Utah,2021-01-01,2021,1,41413.0,355034.0,396447.0
Utah,2021-02-01,2021,2,41904.0,360021.0,401925.0
Utah,2021-03-01,2021,3,41798.0,366107.0,407905.0
Utah,2021-04-01,2021,4,41722.0,371263.0,412985.0
Utah,2021-05-01,2021,5,41759.0,375024.0,416783.0
Utah,2021-06-01,2021,6,36929.0,378841.0,415770.0
Utah,2021-07-01,2021,7,36636.0,383364.0,420000.0
Utah,2021-08-01,2021,8,36676.0,389306.0,425982.0
Utah,2021-09-01,2021,9,36525.0,394503.0,431028.0
Utah,2021-10-01,2021,10,36380.0,396134.0,432514.0
Utah,2021-11-01,2021,11,36417.0,401484.0,437901.0
Utah,2021-12-01,2021,12,36392.0,405729.0,442121.0
Utah,2022-01-01,2022,1,36162.0,409506.0,445668.0
Utah,2022-02-01,2022,2,36410.0,413581.0,449991.0
Utah,2022-03-01,2022,3,36299.0,417790.0,454089.0
Utah,2022-04-01,2022,4,36149.0,420251.0,456400.0
